182,oceanview,eti-osa,6.436730799999999,3.4191889,ChIJMyGXLtWKOxARMAIInwg9OY0
183,eko hotel,eti-osa,6.426434299999999,3.4311096,ChIJLdlN7Dr1OxARU93NhGr-NF4
184,eko hotel roundabout,eti-osa,6.4308537,3.4300035,ChIJl2i6eCX1OxARlHb_Kavg4P4
185,idejo street,eti-osa,6.4299955,3.4112012,ChIJq0t9RtCKOxARnSvH3oHZg_Y
186,adeola odeku,eti-osa,6.4306991,3.4088838,ChIJZ5rjhdqKOxARTK5BMec1mxs
187,federal palace,eti-osa,6.4306991,3.4088838,ChIJZ5rjhdqKOxARTK5BMec1mxs
188,glo,eti-osa,6.4303313,3.4130831,ChIJ3YVnbtqKOxARhfKp4fMbD2w
189,post office,eti-osa,6.4378582,3.5166925,ChIJP0oT52H2OxARXidCqlbyCq8
190,park & shop,eti-osa,6.429799999999999,3.42049,ChIJhwbVOC31OxARp8kNX_3Urmw
191,hyundai showrooms,eti-osa,6.429430000000001,3.42121,ChIJJVNdbC31OxARSEkNq8fqQHM
192,plaza 307,eti-osa,6.42923,3.42297,ChIJD4ZDkS31OxAR06Zes7VdHwI
193,phillips(akin adesola),eti-osa,6.42856,3.42388,ChIJaSs_9y31OxARrakFHZWt5xM
194,toyota(akin adesola),eti-osa,6.42516,3.42391,ChIJuzYxzjP1OxARMEEbJCZOCC8
195,island hotel,eti-osa,6.4308537,3.4300035,ChIJl2i6eCX1OxARlHb_Kavg4P4
196,brt bus,eti-osa,6.4308537,3.4300035,ChIJl2i6eCX1OxARlHb_Kavg4P4
197,oniru,eti-osa,6.436730799999999,3.4191889,ChIJMyGXLtWKOxARMAIInwg9OY0
198,law school,eti-osa,6.4389083,3.4250844,ChIJYVh-_Sn1OxAR0bq6nTfIJlM
199,sandfill,eti-osa,6.4358325,3.4424651,ChIJJ2Gb_h71OxARjzYGSHhFu8U
200,oniru estate,eti-osa,6.4373065,3.4512439,ChIJU8zj6gL1OxARCv0v5i0R2RY
201,total station,eti-osa,6.447661,3.5457033,ChIJ-8chXwP3OxARb98E0ac0AiE
202,1st roundabout lekki,eti-osa,6.436051099999999,3.4551036,ChIJHZFhfwH1OxAR1YHDeuylW7w
203,lekki phase 1,eti-osa,6.4309977,3.4687239,ChIJYzz3Sa71OxARkxpCBLdwi1Y
204,new market,eti-osa,6.4345159,3.4564769,ChIJlb4oPAH1OxAR-OvQ3DaxICo
205,jazz 38,eti-osa,6.4302727,3.4650385,ChIJCzm5LK_1OxARKL1rP7_Twc8
206,2nd roundabout lekki,eti-osa,6.4309977,3.4687239,ChIJYzz3Sa71OxARkxpCBLdwi1Y
207,mobolaji johnson,eti-osa,6.4311469,3.4710118,ChIJixfXyLH1OxAR2kWwkGruoRk
208,elf,eti-osa,6.431765299999999,3.4749734,ChIJRYziNLH1OxARv80oKlGVW-0
